WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age_mu,Age_2s,Age calculation from,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc 
RSL_2550,-35.325927,-72.389339,"Ch42
2_1",2_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,50,0.81,,,,0.18,5.54,EGM 2008,49.82,2.886000693,Luminescence,Equal to,CONT 12,JA15-006-001,IRSL,104.7,7.8,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,93,96.9,100.8,104.7,108.6,112.5,116.4,,104.7,7.8,Recalculation/Report,41.16199792,44.04799861,46.93399931,49.82,52.70600069,55.59200139,58.47800208
RSL_2551,-37.957927,-73.394928,"Ch72
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,84.02,3.65,,,,-0.03,6.85,EGM 2008,84.05,5.005309681,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,4,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,69.03407096,74.03938064,79.04469032,84.05,89.05530968,94.06061936,99.06592904
RSL_2552,-37.623429,-73.663385,"Ch71
1_2",1_2,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,120.72,5.06,,,,-0.05,7,EGM 2008,120.77,6.152527936,Luminescence,Equal to,LEBU 1,JA15-009-001,IRSL,89.2,9.4,,,,,104,94,Equal to,MIS 5c,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,75.1,79.8,84.5,89.2,93.9,98.6,103.3,,89.2,9.4,Recalculation/Report,102.3124162,108.4649441,114.6174721,120.77,126.9225279,133.0750559,139.2275838
RSL_2553,-37.619712,-73.660903,"Ch71
2_2",2_2,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,122.77,1.35,,,,-0.05,7,EGM 2008,122.82,3.751333096,Luminescence,Equal to,LEBU 1,JA15-009-001,IRSL,89.2,9.4,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,75.1,79.8,84.5,89.2,93.9,98.6,103.3,,89.2,9.4,Recalculation/Report,111.5660007,115.3173338,119.0686669,122.82,126.5713331,130.3226662,134.0739993
RSL_2554,-37.653622,-73.66022,"Ch71
3_2",3_2,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,116.66,0.63,,,,-0.05,6.98,EGM 2008,116.71,3.546406632,Luminescence,Equal to,LEBU 1,JA15-009-001,IRSL,89.2,9.4,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,75.1,79.8,84.5,89.2,93.9,98.6,103.3,,89.2,9.4,Recalculation/Report,106.0707801,109.6171867,113.1635934,116.71,120.2564066,123.8028133,127.3492199
RSL_2555,-34.431746,-72.038499,"Ch40
1_1",1_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.12,0.33,,,,0,6.75,EGM 2008,24.12,3.391094956,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,13.94671513,17.33781009,20.72890504,24.12,27.51109496,30.90218991,34.29328487
RSL_2556,-34.468698,-72.018145,"Ch40
2_1",2_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,21.45,0.05,,,,0,6.69,EGM 2008,21.45,3.345373671,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,11.41387899,14.75925266,18.10462633,21.45,24.79537367,28.14074734,31.48612101
RSL_2557,-34.392624,-72.014051,"Ch40
3_1",3_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,16.15,0.95,,,,0,6.76,EGM 2008,16.15,3.510968527,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,5.617094418,9.128062945,12.63903147,16.15,19.66096853,23.17193705,26.68290558
RSL_2558,-34.4,-72.02085,"Ch40
4_1",4_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,20.38,0.61,,,,0,6.76,EGM 2008,20.38,3.434603325,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,10.07619003,13.51079335,16.94539668,20.38,23.81460332,27.24920665,30.68380997
RSL_2559,-34.407557,-72.024844,"Ch40
5_1",5_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,20.73,0.82,,,,0,6.76,EGM 2008,20.73,3.478045428,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,10.29586372,13.77390914,17.25195457,20.73,24.20804543,27.68609086,31.16413628
RSL_2560,-34.419868,-72.024066,"Ch40
7_1",7_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,23.81,4.56,,,,0,6.75,EGM 2008,23.81,5.673114224,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,6.790657328,12.46377155,18.13688578,23.81,29.48311422,35.15622845,40.82934267
RSL_2561,-34.421975,-72.029303,"Ch40
6_1",6_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,28.69,0.92,,,,0,6.75,EGM 2008,28.69,3.498145937,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,18.19556219,21.69370813,25.19185406,28.69,32.18814594,35.68629187,39.18443781
RSL_2562,-33.934847,-71.84766,"Ch35
3_1",3_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,21.4,3,,,,0.15,5.9,EGM 2008,21.25,4.207433897,Luminescence,Equal to,PUER 1,JA15-007-001,IRSL,87.3,6.9,,,,,104,94,Equal to,MIS 5c,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,76.95,80.4,83.85,87.3,90.75,94.2,97.65,,87.3,6.9,Recalculation/Report,8.627698308,12.83513221,17.0425661,21.25,25.4574339,29.66486779,33.87230169
RSL_2563,-36.722419,-72.975403,"Ch67
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,50.41,1.91,,,,0.25,5.37,EGM 2008,50.16,3.295045523,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,40.27486343,43.56990895,46.86495448,50.16,53.45504552,56.75009105,60.04513657
RSL_2564,-36.732827,-72.981289,"Ch67
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,55.62,4.87,,,,0.26,5.35,EGM 2008,55.36,5.556304977,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,38.69108507,44.24739005,49.80369502,55.36,60.91630498,66.47260995,72.02891493
RSL_2565,-35.827502,-72.6039,"Ch47
1_1",1_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,61.41,2,,,,0.15,5.9,EGM 2008,61.26,3.564056677,Luminescence,Equal to,PUHE10,JA15-003-001,IRSL,102.3,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,88.35,93,97.65,102.3,106.95,111.6,116.25,,102.3,9.3,Recalculation/Report,50.56782997,54.13188665,57.69594332,61.26,64.82405668,68.38811335,71.95217003
RSL_2566,-35.845709,-72.633984,"Ch47
10_2",10_2,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.5,0.63,,,,0.16,5.87,EGM 2008,24.34,3.001853594,Luminescence,Equal to,PUHE10,JA15-003-001,IRSL,102.3,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,88.35,93,97.65,102.3,106.95,111.6,116.25,,102.3,9.3,Recalculation/Report,15.33443922,18.33629281,21.33814641,24.34,27.34185359,30.34370719,33.34556078
RSL_2567,-35.853898,-72.648653,"Ch47
4_2",4_2,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,26.59,0.43,,,,0.16,5.87,EGM 2008,26.43,2.96633191,Luminescence,Equal to,PUHE10,JA15-003-001,IRSL,102.3,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,88.35,93,97.65,102.3,106.95,111.6,116.25,,102.3,9.3,Recalculation/Report,17.53100427,20.49733618,23.46366809,26.43,29.39633191,32.36266382,35.32899573
RSL_2568,-35.878677,-72.665118,"Ch47
6_2",6_2,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.87,1.72,,,,0.17,5.81,EGM 2008,27.7,3.376007257,Luminescence,Equal to,PUHE10,JA15-003-001,IRSL,102.3,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,88.35,93,97.65,102.3,106.95,111.6,116.25,,102.3,9.3,Recalculation/Report,17.57197823,20.94798549,24.32399274,27.7,31.07600726,34.45201451,37.82802177
RSL_2569,-35.899826,-72.684702,"Ch47
8_2",8_2,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.49,0.65,,,,0.19,5.72,EGM 2008,24.3,2.932933685,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,15.50119895,18.43413263,21.36706632,24.3,27.23293368,30.16586737,33.09880105
RSL_2570,-35.911148,-72.684277,"Ch47
7_2",7_2,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,20,0.54,,,,0.19,5.72,EGM 2008,19.81,2.910532597,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,11.07840221,13.98893481,16.8994674,19.81,22.7205326,25.63106519,28.54159779
RSL_2571,-35.937793,-72.724017,"Ch47
12_1",12_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,53.25,1.16,,,,0.2,5.68,EGM 2008,53.05,3.067767918,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,43.84669625,46.91446416,49.98223208,53.05,56.11776792,59.18553584,62.25330375
RSL_2572,-35.90027,-72.681594,"Ch47
8_1",8_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,56.15,0.61,,,,0.19,5.72,EGM 2008,55.96,2.924328983,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,47.18701305,50.11134203,53.03567102,55.96,58.88432898,61.80865797,64.73298695
RSL_2573,-35.890465,-72.675323,"Ch47
5_1",5_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,49.62,2.27,,,,0.18,5.79,EGM 2008,49.44,3.678848325,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,38.40345502,42.08230335,45.76115167,49.44,53.11884833,56.79769665,60.47654498
RSL_2574,-36.794712,-73.169399,"Ch68
5_1",5_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,62.18,3.69,,,,0.29,5.17,EGM 2008,61.89,4.505366245,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,48.37390127,52.87926751,57.38463376,61.89,66.39536624,70.90073249,75.40609873
RSL_2575,-36.883312,-73.11267,"Ch68
4_1",4_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,75.02,1.03,,,,0.29,5.17,EGM 2008,74.73,2.782647121,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,4,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,66.38205864,69.16470576,71.94735288,74.73,77.51264712,80.29529424,83.07794136
RSL_2576,-36.943909,-73.130356,"Ch68
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,70.8,1.08,,,,0.29,5.17,EGM 2008,70.51,2.801539755,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,4,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,62.10538073,64.90692049,67.70846024,70.51,73.31153976,76.11307951,78.91461927
RSL_2577,-36.955057,-73.135968,"Ch68
6_1",6_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,66.67,1.85,,,,0.29,5.17,EGM 2008,66.38,3.17879301,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,4,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,56.84362097,60.02241398,63.20120699,66.38,69.55879301,72.73758602,75.91637903
RSL_2578,-37.021715,-73.147907,"Ch68
7_1",7_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,51.72,1,,,,0.29,5.17,EGM 2008,51.43,2.771682702,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,4,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,43.11495189,45.8866346,48.6583173,51.43,54.2016827,56.9733654,59.74504811
RSL_2579,-37.158203,-73.173106,"Ch68
10_1",10_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,90,1.45,,,,0.28,5.17,EGM 2008,89.72,2.963903676,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,4,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,80.82828897,83.79219265,86.75609632,89.72,92.68390368,95.64780735,98.61171103
RSL_2580,-37.080363,-73.148168,"Ch68
9_1",9_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,69.23,3.24,,,,0.29,5.17,EGM 2008,68.94,4.144855245,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,4,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,56.50543427,60.65028951,64.79514476,68.94,73.08485524,77.22971049,81.37456573
RSL_2581,-36.857497,-73.093317,"Ch68
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,82.82,5.02,,,,0.29,5.17,EGM 2008,82.53,5.646470136,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,3,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,65.59058959,71.23705973,76.88352986,82.53,88.17647014,93.82294027,99.46941041
RSL_2582,-34.758621,-72.073051,"Ch41
1_1",1_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,15.06,1.63,,,,0.04,6.44,EGM 2008,15.02,3.609058049,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,4.192825853,7.801883902,11.41094195,15.02,18.62905805,22.2381161,25.84717415
RSL_2583,-34.371796,-71.965645,"Ch39
3_1",3_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,53.01,0.6,,,,0.18,5.76,EGM 2008,52.83,2.941836161,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,44.00449152,46.94632768,49.88816384,52.83,55.77183616,58.71367232,61.65550848
RSL_2584,-34.356711,-71.965451,"Ch39
2_1",2_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,46.36,2.27,,,,0.18,5.76,EGM 2008,46.18,3.66705604,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,35.17883188,38.84588792,42.51294396,46.18,49.84705604,53.51411208,57.18116812
RSL_2585,-34.373337,-71.962709,"Ch39
4_1",4_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,65.21,3.35,,,,0.18,5.76,EGM 2008,65.03,4.417793567,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,51.7766193,56.19441287,60.61220643,65.03,69.44779357,73.86558713,78.2833807
RSL_2586,-34.364066,-71.972696,"Ch39
6_1",6_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,56.39,0.39,,,,0.18,5.76,EGM 2008,56.21,2.90628629,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,47.49114113,50.39742742,53.30371371,56.21,59.11628629,62.02257258,64.92885887
RSL_2587,-34.351169,-71.969867,"Ch39
5_1",5_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,66.03,0.25,,,,0.18,5.76,EGM 2008,65.85,2.890830331,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,57.17750901,60.06833934,62.95916967,65.85,68.74083033,71.63166066,74.52249099
RSL_2588,-34.368761,-71.966483,"Ch39
8_1",8_1,Chile,Libertador General Bernardo O'Higgins,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,67.93,1.05,,,,0.18,5.76,EGM 2008,67.75,3.065436347,Luminescence,Equal to,PICH 1,JA15-005-001,IRSL,106.1,9.3,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,92.15,96.8,101.45,106.1,110.75,115.4,120.05,,106.1,9.3,Recalculation/Report,58.55369096,61.61912731,64.68456365,67.75,70.81543635,73.88087269,76.94630904
RSL_2589,-35.973457,-72.778037,"Ch48
4_1",4_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,16.29,3.47,,,,0.21,5.6,EGM 2008,16.08,4.458800287,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,2.703599139,7.162399426,11.62119971,16.08,20.53880029,24.99760057,29.45640086
RSL_2590,-35.979928,-72.781915,"Ch48
3_1",3_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,14.63,1.13,,,,0.21,5.6,EGM 2008,14.42,3.019420474,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,5.361738577,8.381159052,11.40057953,14.42,17.43942047,20.45884095,23.47826142
RSL_2591,-37.504075,-73.443727,"Ch70
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,204.19,4.5,,,,0.14,6.29,EGM 2008,204.05,5.490084243,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,4,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,187.5797473,193.0698315,198.5599158,204.05,209.5400842,215.0301685,220.5202527
RSL_2592,-35.406266,-72.487192,"Ch43
7_1",7_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,67.8,0.31,,,,0.1,6.11,EGM 2008,67.7,3.070688034,Luminescence,Equal to,CONT 12,JA15-006-001,IRSL,104.7,7.8,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,93,96.9,100.8,104.7,108.6,112.5,116.4,,104.7,7.8,Recalculation/Report,58.4879359,61.55862393,64.62931197,67.7,70.77068803,73.84137607,76.9120641
RSL_2593,-35.407974,-72.489584,"Ch43
7_2",7_2,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,38.25,0.29,,,,0.1,6.11,EGM 2008,38.15,3.068733452,Luminescence,Equal to,CONT 12,JA15-006-001,IRSL,104.7,7.8,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,93,96.9,100.8,104.7,108.6,112.5,116.4,,104.7,7.8,Recalculation/Report,28.94379964,32.0125331,35.08126655,38.15,41.21873345,44.2874669,47.35620036
